farm_id,crop_GDHTM,crop_CodingBits,crop_8bit,crop_Megalodon,crop_Orion,crop_DeepThinkers,consensus,n_agree,gdhtm_matches_consensus
665,Cotton,Cotton,Cotton,Cotton,Cotton,Cotton,Cotton,6,True
666,Cotton,Groundnut,Maize,Groundnut,Rice,Rice,Groundnut,2,False
667,Cotton,Rice,Cotton,Rice,Groundnut,Bajra,Cotton,2,True
668,Groundnut,Groundnut,Cotton,Groundnut,Cotton,Cotton,Cotton,3,False
669,Bajra,Groundnut,Rice,Groundnut,Cotton,Cotton,Cotton,2,False
670,Bajra,Groundnut,Groundnut,Groundnut,Bajra,Rice,Groundnut,3,False
671,Cotton,Groundnut,Cotton,Rice,Cotton,Groundnut,Cotton,3,True
672,Groundnut,Cotton,Rice,Bajra,Cotton,Groundnut,Cotton,2,False
673,Cotton,Cotton,Rice,Cotton,Maize,Cotton,Cotton,4,True
674,Bajra,Groundnut,Bajra,Groundnut,Bajra,Cotton,Bajra,3,True
675,Groundnut,Cotton,Groundnut,Cotton,Maize,Cotton,Cotton,3,False
676,Groundnut,Cotton,Cotton,Bajra,Cotton,Cotton,Cotton,4,False
677,Groundnut,Maize,Rice,Bajra,Cotton,Rice,Rice,2,False
678,Maize,Groundnut,Maize,Groundnut,Maize,Cotton,Maize,3,True
679,Cotton,Cotton,Rice,Cotton,Rice,Rice,Cotton,3,True
680,Cotton,Groundnut,Maize,Groundnut,Bajra,Groundnut,Groundnut,3,False
681,Cotton,Rice,Cotton,Rice,Groundnut,Cotton,Cotton,3,True
682,Cotton,Groundnut,Cotton,Groundnut,Groundnut,Groundnut,Groundnut,4,False
683,Cotton,Cotton,Cotton,Rice,Maize,Cotton,Cotton,4,True
684,Cotton,Cotton,Rice,Cotton,Groundnut,Groundnut,Cotton,3,True
685,Groundnut,Groundnut,Cotton,Rice,Groundnut,Cotton,Groundnut,3,True
686,Groundnut,Cotton,Cotton,Bajra,Maize,Groundnut,Cotton,2,False
687,Cotton,Groundnut,Cotton,Groundnut,Groundnut,Groundnut,Groundnut,4,False
688,Groundnut,Groundnut,Groundnut,Cotton,Bajra,Cotton,Groundnut,3,True
689,Rice,Cotton,Cotton,Cotton,Groundnut,Cotton,Cotton,4,False
690,Rice,Cotton,Cotton,Cotton,Groundnut,Cotton,Cotton,4,False
691,Rice,Rice,Groundnut,Groundnut,Bajra,Cotton,Groundnut,2,False
692,Bajra,Groundnut,Groundnut,Groundnut,Bajra,Cotton,Groundnut,3,False
693,Cotton,Cotton,Rice,Cotton,Maize,Rice,Cotton,3,True
694,Cotton,Cotton,Cotton,Cotton,Rice,Rice,Cotton,4,True
695,Groundnut,Cotton,Groundnut,Cotton,Maize,Bajra,Cotton,2,False
696,Cotton,Cotton,Cotton,Cotton,Groundnut,Bajra,Cotton,4,True
697,Cotton,Cotton,Rice,Cotton,Groundnut,Bajra,Cotton,3,True
698,Cotton,Cotton,Groundnut,Cotton,Maize,Cotton,Cotton,4,True
699,Groundnut,Cotton,Cotton,Bajra,Maize,Groundnut,Cotton,2,False
700,Bajra,Cotton,Groundnut,Cotton,Cotton,Maize,Cotton,3,False
701,Bajra,Cotton,Groundnut,Cotton,Bajra,Bajra,Bajra,3,True
702,Groundnut,Cotton,Cotton,Cotton,Cotton,Cotton,Cotton,5,False
703,Cotton,Cotton,Cotton,Cotton,Groundnut,Rice,Cotton,4,True
704,Bajra,Rice,Groundnut,Groundnut,Cotton,Cotton,Cotton,2,False
705,Cotton,Cotton,Rice,Cotton,Rice,Rice,Cotton,3,True
706,Bajra,Groundnut,Groundnut,Groundnut,Bajra,Rice,Groundnut,3,False
707,Cotton,Rice,Groundnut,Cotton,Maize,Cotton,Cotton,3,True
708,Groundnut,Cotton,Cotton,Cotton,Cotton,Cotton,Cotton,5,False
709,Groundnut,Cotton,Rice,Cotton,Maize,Cotton,Cotton,3,False
710,Cotton,Bajra,Bajra,Groundnut,Rice,Rice,Bajra,2,False
711,Cotton,Cotton,Rice,Cotton,Groundnut,Rice,Cotton,3,True
712,Cotton,Rice,Cotton,Cotton,Groundnut,Cotton,Cotton,4,True
713,Cotton,Groundnut,Rice,Groundnut,Groundnut,Rice,Groundnut,3,False
714,Rice,Cotton,Groundnut,Cotton,Cotton,Cotton,Cotton,4,False
715,Cotton,Cotton,Maize,Rice,Rice,Bajra,Cotton,2,True
716,Groundnut,Cotton,Rice,Cotton,Maize,Bajra,Cotton,2,False
717,Cotton,Cotton,Cotton,Cotton,Groundnut,Groundnut,Cotton,4,True
718,Bajra,Groundnut,Rice,Groundnut,Maize,Bajra,Bajra,2,True
719,Cotton,Bajra,Bajra,Groundnut,Rice,Rice,Bajra,2,False
720,Maize,Groundnut,Cotton,Cotton,Rice,Maize,Cotton,2,False
721,Cotton,Bajra,Bajra,Groundnut,Rice,Rice,Bajra,2,False
722,Cotton,Groundnut,Maize,Groundnut,Rice,Rice,Groundnut,2,False
723,Cotton,Groundnut,Maize,Groundnut,Rice,Rice,Groundnut,2,False
724,Cotton,Bajra,Bajra,Groundnut,Rice,Rice,Bajra,2,False
725,Groundnut,Cotton,Cotton,Cotton,Cotton,Cotton,Cotton,5,False
726,Cotton,Cotton,Groundnut,Cotton,Maize,Bajra,Cotton,3,True
727,Groundnut,Cotton,Cotton,Cotton,Cotton,Cotton,Cotton,5,False
728,Bajra,Groundnut,Groundnut,Groundnut,Bajra,Cotton,Groundnut,3,False
729,Cotton,Groundnut,Bajra,Groundnut,Rice,Groundnut,Groundnut,3,False
730,Cotton,Bajra,Bajra,Groundnut,Rice,Rice,Bajra,2,False
731,Groundnut,Cotton,Rice,Rice,Groundnut,Cotton,Cotton,2,False
732,Cotton,Groundnut,Rice,Rice,Groundnut,Rice,Rice,3,False
733,Cotton,Bajra,Bajra,Groundnut,Rice,Rice,Bajra,2,False
734,Maize,Bajra,Bajra,Groundnut,Rice,Groundnut,Bajra,2,False
735,Cotton,Cotton,Maize,Rice,Rice,Maize,Cotton,2,True
736,Cotton,Groundnut,Rice,Groundnut,Groundnut,Groundnut,Groundnut,4,False
737,Cotton,Cotton,Maize,Rice,Maize,Rice,Cotton,2,True
738,Cotton,Cotton,Rice,Cotton,Groundnut,Bajra,Cotton,3,True
739,Cotton,Cotton,Rice,Cotton,Groundnut,Cotton,Cotton,4,True
740,Cotton,Cotton,Cotton,Cotton,Cotton,Rice,Cotton,5,True
741,Rice,Cotton,Groundnut,Cotton,Groundnut,Bajra,Cotton,2,False
742,Cotton,Cotton,Groundnut,Cotton,Maize,Maize,Cotton,3,True
743,Groundnut,Groundnut,Rice,Groundnut,Maize,Bajra,Groundnut,3,True
744,Bajra,Bajra,Cotton,Groundnut,Bajra,Groundnut,Bajra,3,True
745,Rice,Cotton,Groundnut,Cotton,Groundnut,Cotton,Cotton,3,False
746,Rice,Groundnut,Groundnut,Groundnut,Groundnut,Maize,Groundnut,4,False
747,Rice,Rice,Groundnut,Groundnut,Bajra,Groundnut,Groundnut,3,False
748,Groundnut,Cotton,Rice,Cotton,Maize,Bajra,Cotton,2,False
749,Groundnut,Groundnut,Cotton,Cotton,Groundnut,Bajra,Groundnut,3,True
750,Groundnut,Cotton,Rice,Cotton,Maize,Bajra,Cotton,2,False
751,Groundnut,Cotton,Rice,Rice,Groundnut,Bajra,Groundnut,2,True
752,Cotton,Cotton,Rice,Cotton,Groundnut,Rice,Cotton,3,True
753,Cotton,Cotton,Rice,Cotton,Groundnut,Rice,Cotton,3,True
754,Cotton,Groundnut,Maize,Rice,Rice,Rice,Rice,3,False
755,Cotton,Groundnut,Cotton,Cotton,Groundnut,Maize,Cotton,3,True
756,Cotton,Groundnut,Maize,Rice,Groundnut,Maize,Groundnut,2,False
757,Groundnut,Rice,Cotton,Cotton,Cotton,Cotton,Cotton,4,False
758,Cotton,Groundnut,Cotton,Rice,Groundnut,Rice,Cotton,2,True
759,Groundnut,Groundnut,Rice,Rice,Maize,Bajra,Groundnut,2,True
760,Bajra,Groundnut,Maize,Rice,Maize,Rice,Maize,2,False
761,Groundnut,Groundnut,Maize,Rice,Maize,Groundnut,Groundnut,3,True
762,Bajra,Groundnut,Groundnut,Groundnut,Bajra,Cotton,Groundnut,3,False
763,Maize,Cotton,Maize,Cotton,Maize,Groundnut,Maize,3,True
764,Groundnut,Cotton,Cotton,Cotton,Groundnut,Bajra,Cotton,3,False
765,Groundnut,Cotton,Rice,Cotton,Maize,Bajra,Cotton,2,False
766,Cotton,Cotton,Rice,Cotton,Groundnut,Rice,Cotton,3,True
767,Groundnut,Groundnut,Cotton,Rice,Maize,Groundnut,Groundnut,3,True
768,Bajra,Cotton,Rice,Rice,Maize,Rice,Rice,3,False
769,Cotton,Cotton,Rice,Cotton,Maize,Bajra,Cotton,3,True
770,Cotton,Groundnut,Rice,Groundnut,Groundnut,Rice,Groundnut,3,False
771,Cotton,Rice,Cotton,Rice,Maize,Bajra,Cotton,2,True
772,Cotton,Cotton,Rice,Cotton,Groundnut,Bajra,Cotton,3,True
773,Cotton,Groundnut,Rice,Groundnut,Maize,Bajra,Groundnut,2,False
774,Maize,Cotton,Groundnut,Rice,Bajra,Bajra,Bajra,2,False
775,Groundnut,Cotton,Cotton,Cotton,Maize,Bajra,Cotton,3,False
776,Bajra,Cotton,Cotton,Cotton,Cotton,Groundnut,Cotton,4,False
777,Bajra,Rice,Groundnut,Bajra,Bajra,Groundnut,Bajra,3,True
778,Bajra,Groundnut,Groundnut,Rice,Bajra,Groundnut,Groundnut,3,False
779,Bajra,Cotton,Groundnut,Rice,Bajra,Groundnut,Bajra,2,True
780,Bajra,Groundnut,Groundnut,Groundnut,Bajra,Groundnut,Groundnut,4,False
781,Groundnut,Groundnut,Cotton,Groundnut,Cotton,Groundnut,Groundnut,4,True
782,Groundnut,Groundnut,Groundnut,Groundnut,Maize,Groundnut,Groundnut,5,True
783,Cotton,Cotton,Cotton,Cotton,Groundnut,Bajra,Cotton,4,True
784,Maize,Cotton,Maize,Cotton,Bajra,Groundnut,Cotton,2,False
785,Groundnut,Bajra,Groundnut,Cotton,Cotton,Cotton,Cotton,3,False
786,Groundnut,Cotton,Cotton,Cotton,Cotton,Cotton,Cotton,5,False
787,Bajra,Groundnut,Groundnut,Groundnut,Bajra,Groundnut,Groundnut,4,False
788,Bajra,Groundnut,Rice,Cotton,Cotton,Groundnut,Cotton,2,False
789,Cotton,Groundnut,Cotton,Rice,Groundnut,Rice,Cotton,2,True
790,Groundnut,Groundnut,Cotton,Groundnut,Maize,Groundnut,Groundnut,4,True
791,Groundnut,Rice,Groundnut,Rice,Bajra,Bajra,Bajra,2,False
792,Bajra,Rice,Groundnut,Cotton,Maize,Rice,Rice,2,False
793,Bajra,Groundnut,Rice,Groundnut,Maize,Rice,Groundnut,2,False
794,Bajra,Rice,Maize,Rice,Bajra,Groundnut,Bajra,2,True
795,Maize,Rice,Maize,Groundnut,Rice,Bajra,Maize,2,True
796,Cotton,Groundnut,Rice,Groundnut,Groundnut,Rice,Groundnut,3,False
797,Cotton,Groundnut,Rice,Rice,Groundnut,Rice,Rice,3,False
798,Cotton,Groundnut,Rice,Rice,Maize,Bajra,Rice,2,False
799,Cotton,Rice,Cotton,Cotton,Cotton,Bajra,Cotton,4,True
800,Maize,Cotton,Bajra,Cotton,Bajra,Bajra,Bajra,3,False
801,Groundnut,Cotton,Rice,Cotton,Maize,Bajra,Cotton,2,False
802,Maize,Cotton,Groundnut,Cotton,Maize,Bajra,Cotton,2,False
803,Bajra,Rice,Rice,Rice,Maize,Groundnut,Rice,3,False
804,Bajra,Bajra,Groundnut,Groundnut,Bajra,Cotton,Bajra,3,True
805,Bajra,Bajra,Groundnut,Groundnut,Bajra,Maize,Bajra,3,True
806,Bajra,Cotton,Groundnut,Groundnut,Bajra,Cotton,Bajra,2,True
807,Groundnut,Cotton,Rice,Cotton,Cotton,Rice,Cotton,3,False
808,Groundnut,Cotton,Rice,Cotton,Groundnut,Cotton,Cotton,3,False
809,Maize,Bajra,Groundnut,Groundnut,Bajra,Cotton,Bajra,2,False
810,Cotton,Groundnut,Rice,Groundnut,Maize,Bajra,Groundnut,2,False
811,Bajra,Cotton,Rice,Groundnut,Maize,Groundnut,Groundnut,2,False
812,Cotton,Groundnut,Rice,Rice,Groundnut,Bajra,Groundnut,2,False
813,Cotton,Groundnut,Maize,Groundnut,Maize,Rice,Groundnut,2,False
814,Cotton,Cotton,Maize,Cotton,Rice,Rice,Cotton,3,True
815,Bajra,Bajra,Groundnut,Groundnut,Bajra,Maize,Bajra,3,True
816,Bajra,Groundnut,Groundnut,Groundnut,Bajra,Groundnut,Groundnut,4,False
817,Cotton,Cotton,Rice,Rice,Bajra,Bajra,Bajra,2,False
818,Groundnut,Groundnut,Rice,Groundnut,Maize,Rice,Groundnut,3,True
819,Bajra,Bajra,Rice,Groundnut,Bajra,Maize,Bajra,3,True
820,Groundnut,Bajra,Cotton,Rice,Maize,Cotton,Cotton,2,False
821,Bajra,Groundnut,Maize,Groundnut,Bajra,Cotton,Bajra,2,True
822,Bajra,Groundnut,Rice,Groundnut,Cotton,Cotton,Cotton,2,False
823,Groundnut,Bajra,Rice,Cotton,Bajra,Groundnut,Bajra,2,False
824,Cotton,Groundnut,Cotton,Cotton,Maize,Groundnut,Cotton,3,True
825,Cotton,Groundnut,Cotton,Cotton,Maize,Bajra,Cotton,3,True
826,Cotton,Groundnut,Cotton,Cotton,Bajra,Groundnut,Cotton,3,True
827,Cotton,Cotton,Cotton,Cotton,Bajra,Rice,Cotton,4,True
828,Cotton,Cotton,Cotton,Cotton,Bajra,Bajra,Cotton,4,True
829,Groundnut,Cotton,Cotton,Cotton,Groundnut,Rice,Cotton,3,False
830,Cotton,Cotton,Cotton,Cotton,Groundnut,Bajra,Cotton,4,True
831,Bajra,Cotton,Rice,Cotton,Bajra,Groundnut,Bajra,2,True
832,Cotton,Cotton,Rice,Cotton,Groundnut,Bajra,Cotton,3,True
833,Cotton,Cotton,Rice,Cotton,Groundnut,Bajra,Cotton,3,True
834,Cotton,Cotton,Groundnut,Cotton,Maize,Bajra,Cotton,3,True
835,Maize,Groundnut,Groundnut,Groundnut,Bajra,Groundnut,Groundnut,4,False
836,Groundnut,Groundnut,Groundnut,Groundnut,Bajra,Groundnut,Groundnut,5,True
837,Bajra,Cotton,Groundnut,Cotton,Bajra,Bajra,Bajra,3,True
838,Bajra,Cotton,Groundnut,Rice,Bajra,Bajra,Bajra,3,True
839,Cotton,Cotton,Rice,Cotton,Maize,Bajra,Cotton,3,True
840,Cotton,Cotton,Rice,Cotton,Maize,Bajra,Cotton,3,True
841,Cotton,Cotton,Rice,Cotton,Groundnut,Rice,Cotton,3,True
842,Cotton,Cotton,Rice,Cotton,Groundnut,Bajra,Cotton,3,True
843,Bajra,Cotton,Groundnut,Cotton,Bajra,Groundnut,Bajra,2,True
844,Groundnut,Cotton,Groundnut,Cotton,Maize,Cotton,Cotton,3,False
845,Cotton,Groundnut,Maize,Cotton,Rice,Groundnut,Cotton,2,True
846,Bajra,Cotton,Groundnut,Cotton,Bajra,Cotton,Cotton,3,False
847,Cotton,Cotton,Groundnut,Bajra,Maize,Cotton,Cotton,3,True
848,Rice,Maize,Groundnut,Bajra,Maize,Cotton,Maize,2,False
849,Groundnut,Cotton,Cotton,Cotton,Cotton,Cotton,Cotton,5,False
850,Cotton,Rice,Rice,Cotton,Groundnut,Rice,Rice,3,False
851,Bajra,Groundnut,Maize,Groundnut,Maize,Maize,Maize,3,False
852,Rice,Cotton,Cotton,Cotton,Groundnut,Cotton,Cotton,4,False
853,Rice,Cotton,Cotton,Cotton,Groundnut,Cotton,Cotton,4,False
854,Groundnut,Rice,Cotton,Cotton,Cotton,Groundnut,Cotton,3,False
855,Bajra,Cotton,Rice,Cotton,Maize,Cotton,Cotton,3,False
856,Bajra,Cotton,Groundnut,Cotton,Bajra,Rice,Bajra,2,True
857,Cotton,Cotton,Groundnut,Cotton,Maize,Bajra,Cotton,3,True
858,Bajra,Cotton,Groundnut,Cotton,Bajra,Groundnut,Bajra,2,True
859,Bajra,Cotton,Maize,Cotton,Maize,Bajra,Bajra,2,True
860,Bajra,Groundnut,Groundnut,Groundnut,Bajra,Rice,Groundnut,3,False
861,Cotton,Cotton,Rice,Rice,Groundnut,Rice,Rice,3,False
862,Cotton,Bajra,Cotton,Rice,Groundnut,Groundnut,Cotton,2,True
863,Cotton,Cotton,Cotton,Groundnut,Groundnut,Bajra,Cotton,3,True
864,Bajra,Bajra,Rice,Groundnut,Cotton,Groundnut,Bajra,2,True
865,Bajra,Bajra,Groundnut,Groundnut,Bajra,Groundnut,Bajra,3,True
866,Cotton,Groundnut,Rice,Rice,Groundnut,Bajra,Groundnut,2,False
867,Cotton,Rice,Cotton,Rice,Maize,Bajra,Cotton,2,True
868,Bajra,Groundnut,Rice,Groundnut,Maize,Rice,Groundnut,2,False
869,Bajra,Groundnut,Rice,Rice,Maize,Rice,Rice,3,False
870,Cotton,Cotton,Maize,Rice,Rice,Rice,Rice,3,False
871,Maize,Cotton,Groundnut,Rice,Bajra,Bajra,Bajra,2,False
872,Groundnut,Groundnut,Groundnut,Bajra,Maize,Cotton,Groundnut,3,True
873,Cotton,Cotton,Rice,Cotton,Groundnut,Bajra,Cotton,3,True
874,Maize,Groundnut,Bajra,Groundnut,Bajra,Rice,Bajra,2,False
875,Cotton,Groundnut,Rice,Rice,Groundnut,Rice,Rice,3,False
876,Groundnut,Cotton,Rice,Cotton,Maize,Cotton,Cotton,3,False
877,Groundnut,Cotton,Cotton,Cotton,Cotton,Cotton,Cotton,5,False
878,Cotton,Cotton,Rice,Cotton,Groundnut,Bajra,Cotton,3,True
879,Bajra,Groundnut,Rice,Groundnut,Maize,Groundnut,Groundnut,3,False
880,Bajra,Groundnut,Rice,Groundnut,Maize,Cotton,Groundnut,2,False
881,Groundnut,Groundnut,Rice,Groundnut,Maize,Cotton,Groundnut,3,True
882,Groundnut,Cotton,Cotton,Rice,Bajra,Cotton,Cotton,3,False
883,Groundnut,Cotton,Rice,Cotton,Maize,Bajra,Cotton,2,False
884,Cotton,Groundnut,Rice,Groundnut,Groundnut,Groundnut,Groundnut,4,False
885,Groundnut,Cotton,Cotton,Cotton,Cotton,Cotton,Cotton,5,False
886,Groundnut,Cotton,Rice,Cotton,Cotton,Cotton,Cotton,4,False
887,Bajra,Cotton,Rice,Cotton,Bajra,Groundnut,Bajra,2,True
888,Bajra,Bajra,Groundnut,Groundnut,Bajra,Groundnut,Bajra,3,True
889,Groundnut,Rice,Rice,Groundnut,Maize,Cotton,Groundnut,2,True
890,Bajra,Rice,Rice,Cotton,Bajra,Cotton,Bajra,2,True
891,Bajra,Cotton,Cotton,Cotton,Maize,Cotton,Cotton,4,False
892,Groundnut,Cotton,Cotton,Cotton,Cotton,Cotton,Cotton,5,False
893,Cotton,Cotton,Rice,Cotton,Rice,Cotton,Cotton,4,True
894,Bajra,Bajra,Rice,Groundnut,Cotton,Cotton,Bajra,2,True
895,Cotton,Maize,Cotton,Groundnut,Groundnut,Groundnut,Groundnut,3,False
896,Bajra,Cotton,Groundnut,Cotton,Bajra,Cotton,Cotton,3,False
897,Cotton,Cotton,Cotton,Cotton,Groundnut,Rice,Cotton,4,True
898,Cotton,Cotton,Cotton,Cotton,Groundnut,Bajra,Cotton,4,True
899,Cotton,Cotton,Rice,Rice,Maize,Bajra,Cotton,2,True
900,Maize,Groundnut,Bajra,Groundnut,Bajra,Maize,Bajra,2,False
901,Cotton,Groundnut,Cotton,Groundnut,Groundnut,Bajra,Groundnut,3,False
902,Cotton,Groundnut,Rice,Groundnut,Groundnut,Bajra,Groundnut,3,False
903,Groundnut,Cotton,Cotton,Cotton,Groundnut,Groundnut,Cotton,3,False
904,Rice,Cotton,Cotton,Cotton,Cotton,Groundnut,Cotton,4,False
905,Cotton,Groundnut,Rice,Groundnut,Groundnut,Rice,Groundnut,3,False
906,Cotton,Groundnut,Rice,Groundnut,Groundnut,Rice,Groundnut,3,False
907,Bajra,Rice,Groundnut,Groundnut,Bajra,Cotton,Bajra,2,True
908,Cotton,Groundnut,Groundnut,Groundnut,Maize,Maize,Groundnut,3,False
909,Cotton,Rice,Rice,Cotton,Groundnut,Bajra,Cotton,2,True
910,Cotton,Cotton,Rice,Cotton,Groundnut,Bajra,Cotton,3,True
911,Cotton,Cotton,Rice,Rice,Maize,Bajra,Cotton,2,True
912,Cotton,Groundnut,Maize,Rice,Groundnut,Bajra,Groundnut,2,False
913,Bajra,Groundnut,Groundnut,Groundnut,Bajra,Groundnut,Groundnut,4,False
914,Groundnut,Cotton,Cotton,Cotton,Cotton,Cotton,Cotton,5,False
915,Bajra,Bajra,Cotton,Bajra,Maize,Cotton,Bajra,3,True
916,Cotton,Bajra,Cotton,Rice,Maize,Rice,Cotton,2,True
917,Groundnut,Groundnut,Maize,Rice,Bajra,Groundnut,Groundnut,3,True
918,Groundnut,Cotton,Cotton,Rice,Maize,Bajra,Cotton,2,False
919,Cotton,Groundnut,Cotton,Cotton,Maize,Groundnut,Cotton,3,True
920,Cotton,Groundnut,Cotton,Cotton,Maize,Cotton,Cotton,4,True
921,Bajra,Rice,Groundnut,Groundnut,Bajra,Cotton,Bajra,2,True
922,Cotton,Cotton,Cotton,Cotton,Groundnut,Groundnut,Cotton,4,True
923,Bajra,Bajra,Groundnut,Bajra,Bajra,Cotton,Bajra,4,True
924,Maize,Bajra,Maize,Groundnut,Rice,Cotton,Maize,2,True
925,Maize,Bajra,Bajra,Groundnut,Rice,Cotton,Bajra,2,False
926,Cotton,Cotton,Maize,Rice,Rice,Groundnut,Cotton,2,True
927,Groundnut,Cotton,Rice,Bajra,Bajra,Groundnut,Bajra,2,False
928,Bajra,Cotton,Rice,Rice,Maize,Rice,Rice,3,False
929,Cotton,Cotton,Rice,Cotton,Groundnut,Rice,Cotton,3,True
930,Groundnut,Groundnut,Rice,Groundnut,Maize,Bajra,Groundnut,3,True
931,Rice,Cotton,Groundnut,Cotton,Groundnut,Groundnut,Groundnut,3,False
932,Cotton,Cotton,Cotton,Cotton,Groundnut,Rice,Cotton,4,True
933,Cotton,Groundnut,Groundnut,Groundnut,Maize,Bajra,Groundnut,3,False
934,Cotton,Groundnut,Rice,Rice,Maize,Groundnut,Groundnut,2,False
935,Rice,Bajra,Groundnut,Groundnut,Maize,Groundnut,Groundnut,3,False
936,Maize,Bajra,Maize,Groundnut,Bajra,Bajra,Bajra,3,False
937,Cotton,Cotton,Rice,Cotton,Groundnut,Groundnut,Cotton,3,True
938,Bajra,Cotton,Rice,Cotton,Bajra,Rice,Bajra,2,True
939,Cotton,Cotton,Rice,Cotton,Groundnut,Rice,Cotton,3,True
940,Groundnut,Groundnut,Rice,Groundnut,Maize,Groundnut,Groundnut,4,True
941,Cotton,Cotton,Rice,Cotton,Groundnut,Bajra,Cotton,3,True
942,Groundnut,Cotton,Rice,Cotton,Maize,Rice,Cotton,2,False
943,Groundnut,Cotton,Rice,Groundnut,Maize,Bajra,Groundnut,2,True
944,Cotton,Bajra,Maize,Rice,Maize,Rice,Maize,2,False
945,Cotton,Cotton,Rice,Bajra,Groundnut,Rice,Cotton,2,True
946,Cotton,Cotton,Rice,Cotton,Cotton,Bajra,Cotton,4,True
947,Groundnut,Groundnut,Rice,Rice,Maize,Groundnut,Groundnut,3,True
948,Bajra,Bajra,Groundnut,Groundnut,Bajra,Groundnut,Bajra,3,True
949,Cotton,Groundnut,Rice,Rice,Groundnut,Rice,Rice,3,False
950,Groundnut,Groundnut,Cotton,Groundnut,Rice,Bajra,Groundnut,3,True
951,Bajra,Groundnut,Groundnut,Groundnut,Bajra,Rice,Groundnut,3,False
952,Bajra,Cotton,Rice,Rice,Groundnut,Bajra,Bajra,2,True
953,Bajra,Cotton,Groundnut,Cotton,Maize,Rice,Cotton,2,False
954,Groundnut,Cotton,Rice,Cotton,Maize,Bajra,Cotton,2,False
955,Groundnut,Cotton,Rice,Cotton,Maize,Maize,Cotton,2,False
956,Groundnut,Cotton,Cotton,Cotton,Maize,Cotton,Cotton,4,False
957,Cotton,Cotton,Cotton,Cotton,Groundnut,Bajra,Cotton,4,True
958,Bajra,Bajra,Groundnut,Groundnut,Bajra,Groundnut,Bajra,3,True
959,Cotton,Groundnut,Maize,Groundnut,Bajra,Cotton,Cotton,2,True
960,Groundnut,Rice,Cotton,Groundnut,Maize,Cotton,Cotton,2,False
961,Cotton,Rice,Cotton,Cotton,Maize,Cotton,Cotton,4,True
962,Cotton,Bajra,Cotton,Cotton,Bajra,Bajra,Bajra,3,False
963,Cotton,Groundnut,Cotton,Cotton,Maize,Groundnut,Cotton,3,True
964,Cotton,Groundnut,Cotton,Cotton,Maize,Bajra,Cotton,3,True
965,Cotton,Cotton,Cotton,Cotton,Maize,Bajra,Cotton,4,True
966,Rice,Cotton,Groundnut,Cotton,Maize,Maize,Cotton,2,False
