farm_id,capella_crop,independent_crop,p_Rice,p_Cotton,p_Maize,p_Bajra,p_Groundnut
758,Cotton,Cotton,0.0649,0.6559,0.0928,0.055,0.1314
759,Groundnut,Cotton,0.1445,0.3372,0.132,0.1257,0.2606
760,Bajra,Rice,0.3897,0.1916,0.0774,0.133,0.2083
761,Groundnut,Cotton,0.2507,0.4082,0.0541,0.1347,0.1523
762,Bajra,Cotton,0.2685,0.2691,0.0462,0.216,0.2002
763,Maize,Cotton,0.0329,0.4705,0.1963,0.1049,0.1954
764,Groundnut,Cotton,0.0893,0.3929,0.1043,0.1373,0.2762
765,Groundnut,Cotton,0.0358,0.4096,0.1642,0.1257,0.2647
766,Cotton,Cotton,0.0417,0.4765,0.2019,0.078,0.2019
767,Groundnut,Rice,0.2896,0.1601,0.0792,0.2019,0.2691
768,Bajra,Cotton,0.0757,0.3608,0.1888,0.1147,0.26
769,Cotton,Groundnut,0.0681,0.2244,0.2893,0.1248,0.2934
770,Cotton,Groundnut,0.0698,0.2661,0.2011,0.1368,0.3262
771,Cotton,Cotton,0.2636,0.4217,0.0473,0.1026,0.1649
772,Cotton,Cotton,0.0641,0.4694,0.097,0.1426,0.2269
773,Cotton,Rice,0.4277,0.178,0.0574,0.1468,0.1901
774,Maize,Cotton,0.2294,0.2889,0.0976,0.1276,0.2565
775,Groundnut,Cotton,0.0624,0.429,0.0947,0.1448,0.2691
776,Groundnut,Cotton,0.0296,0.3778,0.2571,0.0843,0.2511
777,Bajra,Rice,0.3567,0.1695,0.0274,0.2268,0.2196
778,Bajra,Rice,0.3089,0.288,0.1127,0.1246,0.1658
779,Bajra,Groundnut,0.1094,0.1538,0.162,0.2009,0.3739
780,Bajra,Cotton,0.136,0.3844,0.1096,0.1526,0.2174
781,Groundnut,Cotton,0.1398,0.3285,0.1057,0.1627,0.2633
782,Rice,Cotton,0.0419,0.4352,0.2627,0.0864,0.1738
783,Cotton,Cotton,0.0311,0.5012,0.1788,0.0954,0.1936
784,Maize,Groundnut,0.2055,0.0941,0.1894,0.2121,0.2989
785,Groundnut,Groundnut,0.2965,0.025,0.0635,0.2827,0.3322
786,Groundnut,Cotton,0.2403,0.2988,0.08,0.1786,0.2022
787,Bajra,Groundnut,0.1814,0.2488,0.0774,0.2053,0.287
788,Bajra,Cotton,0.0209,0.6967,0.1005,0.0705,0.1114
789,Cotton,Rice,0.3705,0.1684,0.0529,0.1605,0.2477
790,Groundnut,Cotton,0.0701,0.3323,0.1339,0.1623,0.3014
791,Groundnut,Cotton,0.306,0.3648,0.1374,0.0626,0.1292
792,Bajra,Cotton,0.0477,0.5347,0.1338,0.0822,0.2016
793,Bajra,Groundnut,0.2276,0.2714,0.1014,0.1152,0.2844
794,Bajra,Cotton,0.0088,0.8205,0.0944,0.0196,0.0567
795,Maize,Groundnut,0.0346,0.3172,0.1272,0.1674,0.3536
796,Cotton,Cotton,0.0178,0.6628,0.1292,0.054,0.1362
797,Cotton,Cotton,0.025,0.6188,0.187,0.0334,0.1358
798,Cotton,Cotton,0.0926,0.5265,0.0878,0.1166,0.1765
799,Cotton,Cotton,0.0558,0.5232,0.1975,0.0667,0.1569
800,Maize,Cotton,0.0227,0.4603,0.1961,0.1004,0.2205
801,Groundnut,Groundnut,0.0331,0.2941,0.1913,0.1775,0.304
802,Maize,Cotton,0.3249,0.3773,0.0323,0.1356,0.13
803,Cotton,Cotton,0.0842,0.5748,0.0839,0.0966,0.1605
804,Bajra,Rice,0.3095,0.2167,0.0826,0.1578,0.2334
805,Bajra,Cotton,0.0909,0.4674,0.1938,0.083,0.165
806,Bajra,Rice,0.5611,0.2115,0.027,0.0888,0.1116
807,Groundnut,Groundnut,0.1456,0.152,0.2563,0.1188,0.3273
808,Groundnut,Cotton,0.0898,0.4504,0.1143,0.1503,0.1952
809,Maize,Rice,0.5325,0.1125,0.0138,0.1732,0.168
810,Cotton,Groundnut,0.0493,0.2839,0.22,0.1282,0.3186
811,Bajra,Groundnut,0.189,0.2403,0.1693,0.1391,0.2624
812,Cotton,Cotton,0.0256,0.4126,0.2894,0.0715,0.201
813,Cotton,Cotton,0.0454,0.5442,0.1871,0.0772,0.1461
814,Cotton,Groundnut,0.0845,0.2205,0.2617,0.1469,0.2864
815,Bajra,Rice,0.582,0.0382,0.0366,0.123,0.2202
816,Bajra,Groundnut,0.0919,0.147,0.213,0.1696,0.3785
817,Cotton,Groundnut,0.0326,0.2287,0.3025,0.1046,0.3316
818,Groundnut,Rice,0.3151,0.3,0.0674,0.143,0.1746
819,Bajra,Groundnut,0.0562,0.1765,0.3311,0.1024,0.3339
820,Groundnut,Cotton,0.0084,0.4444,0.3612,0.0558,0.1302
821,Bajra,Cotton,0.1555,0.4005,0.0711,0.1827,0.1902
822,Bajra,Maize,0.0076,0.2747,0.4412,0.0766,0.1998
823,Groundnut,Groundnut,0.0278,0.1235,0.2946,0.1528,0.4013
824,Cotton,Cotton,0.0725,0.7448,0.0351,0.0656,0.0819
825,Cotton,Cotton,0.0088,0.5149,0.3305,0.0376,0.1082
826,Cotton,Groundnut,0.1454,0.1226,0.1259,0.2285,0.3776
827,Cotton,Groundnut,0.1262,0.1387,0.1637,0.2053,0.3661
828,Cotton,Cotton,0.1294,0.3403,0.1536,0.101,0.2758
829,Groundnut,Cotton,0.1738,0.4791,0.1097,0.0771,0.1603
830,Cotton,Cotton,0.046,0.572,0.1307,0.0724,0.1789
831,Bajra,Groundnut,0.0902,0.2872,0.1741,0.1582,0.2903
832,Cotton,Cotton,0.038,0.4461,0.2367,0.073,0.2061
833,Cotton,Groundnut,0.0728,0.1889,0.1482,0.1611,0.4291
834,Cotton,Groundnut,0.1748,0.2871,0.1116,0.1358,0.2907
835,Maize,Groundnut,0.2303,0.1351,0.1171,0.1459,0.3716
836,Groundnut,Groundnut,0.0354,0.0983,0.2654,0.1613,0.4397
837,Bajra,Cotton,0.139,0.3439,0.2218,0.0902,0.205
838,Bajra,Maize,0.0772,0.258,0.2785,0.1256,0.2608
839,Cotton,Groundnut,0.1334,0.0992,0.323,0.1207,0.3237
840,Cotton,Maize,0.028,0.3033,0.3656,0.0887,0.2145
841,Cotton,Maize,0.0814,0.1574,0.3361,0.1326,0.2925
842,Cotton,Cotton,0.0413,0.3887,0.3321,0.0525,0.1854
843,Bajra,Cotton,0.1182,0.5894,0.0777,0.0813,0.1335
844,Groundnut,Bajra,0.1711,0.1762,0.0831,0.2908,0.2787
845,Cotton,Maize,0.0064,0.2422,0.318,0.155,0.2784
846,Bajra,Bajra,0.1573,0.052,0.0614,0.4099,0.3194
847,Cotton,Groundnut,0.0756,0.2033,0.188,0.2103,0.3228
848,Groundnut,Bajra,0.2776,0.0799,0.0592,0.3084,0.2749
849,Groundnut,Cotton,0.0349,0.4208,0.0538,0.27,0.2205
850,Cotton,Cotton,0.0081,0.7874,0.0847,0.0431,0.0766
851,Bajra,Cotton,0.1225,0.2823,0.1211,0.2044,0.2697
852,Groundnut,Bajra,0.1082,0.1537,0.0871,0.3615,0.2895
853,Groundnut,Groundnut,0.1779,0.2056,0.1405,0.2054,0.2706
854,Groundnut,Cotton,0.0837,0.437,0.097,0.1792,0.2031
855,Bajra,Maize,0.0277,0.2647,0.3445,0.1135,0.2496
856,Bajra,Cotton,0.0352,0.3954,0.2782,0.0916,0.1996
857,Cotton,Cotton,0.0033,0.6994,0.1409,0.0526,0.1037
858,Bajra,Cotton,0.0091,0.4052,0.362,0.0438,0.1798
859,Bajra,Cotton,0.0554,0.4583,0.2132,0.0892,0.184
860,Bajra,Cotton,0.0921,0.4895,0.1483,0.0773,0.1927
861,Cotton,Cotton,0.0595,0.6016,0.1176,0.0525,0.1688
862,Cotton,Cotton,0.2901,0.4964,0.0156,0.0942,0.1038
863,Cotton,Cotton,0.0433,0.4438,0.2239,0.106,0.183
864,Bajra,Groundnut,0.1709,0.2611,0.0918,0.1998,0.2765
865,Bajra,Groundnut,0.2152,0.0442,0.1342,0.2084,0.398
866,Cotton,Rice,0.3079,0.1576,0.1124,0.129,0.2931
867,Cotton,Cotton,0.0987,0.3549,0.2297,0.1265,0.1902
868,Bajra,Cotton,0.0306,0.6623,0.1141,0.0619,0.1311
869,Bajra,Cotton,0.1694,0.3751,0.0726,0.1339,0.2491
870,Cotton,Cotton,0.0596,0.3541,0.1824,0.1078,0.2961
871,Maize,Groundnut,0.3035,0.0821,0.0708,0.1946,0.3489
872,Groundnut,Groundnut,0.0252,0.2087,0.291,0.1383,0.3369
873,Cotton,Cotton,0.0222,0.5859,0.1647,0.0689,0.1582
874,Maize,Groundnut,0.2085,0.0584,0.1371,0.1332,0.4628
875,Cotton,Cotton,0.1233,0.623,0.0633,0.0722,0.1182
876,Groundnut,Groundnut,0.1612,0.147,0.0981,0.2526,0.3411
877,Groundnut,Cotton,0.0335,0.5624,0.1615,0.103,0.1396
878,Cotton,Cotton,0.1105,0.4316,0.1359,0.1097,0.2123
879,Bajra,Cotton,0.1742,0.494,0.067,0.1009,0.1639
880,Bajra,Groundnut,0.1739,0.1726,0.1444,0.1361,0.373
881,Groundnut,Cotton,0.0473,0.5218,0.1353,0.1085,0.187
882,Groundnut,Cotton,0.0499,0.3627,0.1706,0.1488,0.2681
883,Groundnut,Maize,0.0111,0.3202,0.3948,0.0622,0.2117
884,Cotton,Cotton,0.0758,0.3001,0.1915,0.1541,0.2785
885,Groundnut,Rice,0.4612,0.1496,0.0281,0.2217,0.1394
886,Groundnut,Cotton,0.0542,0.3337,0.2436,0.1447,0.2238
887,Bajra,Cotton,0.0273,0.2985,0.2896,0.1248,0.2599
888,Bajra,Maize,0.0209,0.1911,0.3549,0.1427,0.2903
889,Groundnut,Groundnut,0.0824,0.2601,0.1194,0.2265,0.3116
890,Bajra,Cotton,0.0653,0.5121,0.1141,0.1174,0.1911
891,Bajra,Cotton,0.2381,0.342,0.06,0.1683,0.1916
892,Groundnut,Groundnut,0.0927,0.1461,0.1886,0.2558,0.3168
893,Cotton,Cotton,0.0658,0.3847,0.1873,0.1573,0.2049
894,Bajra,Cotton,0.0594,0.3557,0.1103,0.1802,0.2944
895,Cotton,Groundnut,0.0477,0.1845,0.1336,0.2317,0.4025
896,Bajra,Groundnut,0.1546,0.1546,0.2853,0.1173,0.2882
897,Cotton,Maize,0.0335,0.2062,0.3028,0.1736,0.2839
898,Cotton,Cotton,0.0379,0.4896,0.2052,0.082,0.1854
899,Cotton,Cotton,0.0215,0.3816,0.2591,0.1049,0.2329
900,Maize,Groundnut,0.0198,0.2307,0.288,0.1344,0.3271
901,Cotton,Cotton,0.0683,0.608,0.1464,0.069,0.1084
902,Cotton,Maize,0.0213,0.2517,0.3402,0.1073,0.2794
903,Groundnut,Cotton,0.0227,0.5502,0.2119,0.0968,0.1184
904,Groundnut,Maize,0.0876,0.2839,0.2924,0.1091,0.227
905,Cotton,Cotton,0.0897,0.4681,0.2005,0.0661,0.1756
906,Cotton,Cotton,0.0342,0.4596,0.2622,0.0549,0.1891
907,Groundnut,Maize,0.0122,0.1795,0.3515,0.1326,0.3242
908,Cotton,Cotton,0.1068,0.3036,0.1902,0.1257,0.2738
909,Cotton,Cotton,0.0679,0.3078,0.2622,0.0929,0.2693
910,Cotton,Cotton,0.0208,0.4107,0.3591,0.0625,0.1469
911,Cotton,Cotton,0.0269,0.4984,0.1769,0.1133,0.1845
912,Cotton,Cotton,0.0154,0.5717,0.257,0.0376,0.1182
913,Bajra,Groundnut,0.0637,0.1452,0.2423,0.18,0.3688
914,Groundnut,Maize,0.0474,0.2517,0.3164,0.1549,0.2296
915,Bajra,Cotton,0.0873,0.282,0.1851,0.2044,0.2413
916,Cotton,Groundnut,0.2011,0.1922,0.0605,0.2515,0.2946
917,Groundnut,Groundnut,0.2063,0.0929,0.1492,0.1808,0.3708
918,Groundnut,Cotton,0.0345,0.3204,0.2271,0.1191,0.2989
919,Cotton,Cotton,0.0388,0.4952,0.2336,0.075,0.1574
920,Cotton,Groundnut,0.0691,0.1238,0.295,0.1385,0.3735
921,Bajra,Cotton,0.0206,0.4516,0.285,0.0674,0.1753
922,Cotton,Cotton,0.1108,0.2819,0.1872,0.1759,0.2442
923,Bajra,Rice,0.3161,0.0663,0.0513,0.3141,0.2522
924,Maize,Groundnut,0.079,0.1239,0.1997,0.2351,0.3623
925,Maize,Groundnut,0.2109,0.219,0.0789,0.1782,0.3131
926,Cotton,Groundnut,0.1127,0.1373,0.2659,0.1712,0.313
927,Groundnut,Cotton,0.0663,0.6496,0.0882,0.0659,0.13
928,Bajra,Groundnut,0.2755,0.092,0.1892,0.1493,0.294
929,Cotton,Cotton,0.1126,0.3745,0.1373,0.1236,0.2519
930,Groundnut,Maize,0.0387,0.2808,0.3039,0.1223,0.2543
931,Rice,Cotton,0.0584,0.6412,0.0863,0.0645,0.1496
932,Cotton,Cotton,0.0104,0.4382,0.2448,0.0839,0.2227
933,Cotton,Cotton,0.2084,0.4767,0.084,0.0943,0.1366
934,Cotton,Groundnut,0.1724,0.2069,0.1346,0.1783,0.3078
935,Rice,Rice,0.6866,0.0335,0.0165,0.1196,0.1438
936,Maize,Groundnut,0.2065,0.0871,0.2148,0.1392,0.3524
937,Cotton,Groundnut,0.2001,0.1627,0.1661,0.1729,0.2983
938,Bajra,Cotton,0.0412,0.5213,0.2133,0.0566,0.1676
939,Cotton,Cotton,0.0295,0.6735,0.1279,0.0483,0.1208
940,Groundnut,Cotton,0.1732,0.3903,0.0699,0.1615,0.205
941,Cotton,Cotton,0.0032,0.8565,0.0894,0.0079,0.0431
942,Groundnut,Cotton,0.0167,0.7317,0.1049,0.0331,0.1136
943,Groundnut,Cotton,0.0151,0.739,0.1336,0.0291,0.0833
944,Cotton,Groundnut,0.0815,0.2151,0.2528,0.1404,0.3102
945,Cotton,Groundnut,0.0726,0.1589,0.2632,0.135,0.3703
946,Cotton,Cotton,0.0751,0.4375,0.2363,0.0872,0.1639
947,Groundnut,Cotton,0.2287,0.2657,0.0947,0.1849,0.2261
948,Bajra,Rice,0.3797,0.1231,0.0836,0.173,0.2406
949,Cotton,Cotton,0.0767,0.285,0.2641,0.1167,0.2576
950,Groundnut,Rice,0.3451,0.1062,0.0746,0.2188,0.2554
951,Bajra,Cotton,0.0807,0.2976,0.207,0.1661,0.2487
952,Bajra,Cotton,0.1114,0.5607,0.1178,0.0853,0.1248
953,Bajra,Groundnut,0.0348,0.1098,0.3481,0.1354,0.3719
954,Groundnut,Groundnut,0.041,0.0717,0.3061,0.2007,0.3804
955,Groundnut,Cotton,0.1717,0.3236,0.1654,0.1642,0.1752
956,Groundnut,Cotton,0.2555,0.2625,0.0921,0.1874,0.2026
957,Cotton,Groundnut,0.1792,0.2182,0.0876,0.2504,0.2645
958,Bajra,Groundnut,0.2846,0.1434,0.0679,0.2169,0.2873
959,Cotton,Groundnut,0.1025,0.0584,0.1936,0.1737,0.4718
960,Groundnut,Cotton,0.0453,0.4573,0.2053,0.0922,0.1998
961,Cotton,Groundnut,0.0476,0.2446,0.1316,0.2512,0.3249
962,Cotton,Maize,0.0146,0.3061,0.3738,0.0687,0.2369
963,Cotton,Maize,0.0477,0.1445,0.4222,0.0976,0.288
964,Cotton,Groundnut,0.0765,0.1728,0.2548,0.1541,0.3419
965,Cotton,Cotton,0.0161,0.7487,0.0846,0.0512,0.0994
966,Rice,Groundnut,0.0547,0.2294,0.2114,0.1742,0.3303
