farm_id,s1_vh_season_integral,s1_vh_mean_db,s1_vh_db_20250612,s1_vh_db_20250624,s1_vh_db_20250706,s1_vh_db_20250718,s1_vh_db_20250730,s1_vh_db_20250823,s1_vh_db_20250904,s1_vh_db_20250916,s1_vh_db_20250928,s1_vh_db_20251010
500,5.040703117847443,-13.97232333936081,-17.1108393946605,-13.96186814665893,-13.365263389412302,-12.530468795685476,-13.605374040186804,-12.445056528220437,-15.365668342363843,-14.718920632280941,-14.751561588056838,-13.738105566311392
501,4.2703064158558846,-14.691168212466721,-17.69978955218703,-14.418342703327568,-13.275644969882482,-16.31087473187955,-16.061613454684974,-11.838604864729454,-15.622666197088853,-16.16889551175075,-14.743100095496475,-13.912971726213215
502,5.831962583586574,-13.124203040616923,-11.45688462081458,-12.792283687696663,-11.417367378630557,-13.994885727356486,-12.382221446204905,-13.836553287767966,-14.826916770048149,-13.606592321223275,-13.408291861503391,-15.267071128831507
503,3.767172435298562,-15.151251970228245,-15.481685553396735,-13.152355251783677,-13.77286696859662,-12.232027219776008,-14.608919319785858,-15.440592933632761,-18.425795570232765,-17.849685318815517,-18.187107601415086,-17.49149304186914
504,3.849791631102562,-15.010396690040542,-15.435488978003608,-13.206581433843699,-13.129406653863843,-13.043622273931986,-15.01974727964221,-15.839011142606951,-15.393839308719102,-17.792985599880907,-17.098085365480642,-17.38676815061717
505,4.452877538278699,-14.584358050344328,-15.934209528893655,-13.099984828633609,-14.911560861788606,-13.049743110359138,-13.514727001606147,-12.883796514310662,-14.904807795110628,-18.278411056022343,-16.165322337286433,-16.1399477315728
506,6.042934633791447,-13.173956681848134,-12.847654126176637,-14.1386176570283,-10.293904909394051,-14.841559477190069,-12.675028171965634,-11.687632886487041,-12.346965521041506,-15.75011154780878,-14.901658261752345,-15.889196542447216
507,4.854120422154665,-14.043735944869054,-13.898068365298677,-13.55520052535249,-14.061950327781332,-14.62020143054711,-13.262205911261072,-14.724818699949962,-11.384999875785052,-15.820933183783797,-14.386559853369835,-17.136853656734253
508,6.894767705351114,-12.623596002679259,-12.197191115671043,-11.117893374804119,-13.452618550156723,-14.049633890850215,-12.809782382453045,-10.595231058388348,-11.446958737359882,-12.646199789128723,-14.485991878612376,-16.33422857413421
509,5.43048944324255,-13.685291633329324,-16.38250955451137,-13.523222050798253,-13.677456516775639,-13.289817239627075,-11.65701059984553,-13.41356927885444,-14.628840167090935,-13.161877975295607,-14.889442009267267,-13.786394846980352
510,5.250166492536664,-13.747861620488663,-17.316403400952204,-10.548773999557724,-13.624834604899668,-13.573013573551485,-13.353739256672725,-14.81453828777179,-13.320456465524863,-13.282042362566449,-15.893088674897083,-15.311991814528604
511,4.2048964239656925,-14.657191392577001,-15.417029023181449,-14.198776476773084,-14.37027989255485,-14.387777637587561,-13.852275111093492,-14.190151490436772,-14.815912369564511,-16.829148666405594,-14.523922287084886,-14.665934130693426
512,4.98976694047451,-13.879180461376588,-15.86286988601538,-13.68776344583852,-12.349584303075208,-15.021656116396825,-12.800024351188108,-14.434063534557156,-14.363925837114932,-13.666733236379503,-14.785423645556556,-13.042740352629947
513,6.3594475239515305,-12.750111048555455,-13.272202599149441,-13.261286013205666,-11.485519088477872,-12.553130994345363,-12.56309335827802,-15.198720426024677,-10.975802176702445,-12.724456350772158,-12.948028711178953,-13.93710407715847
514,3.7109611183404922,-15.226904430387002,-17.126842871433425,-17.25346192172083,-14.96902666995843,-14.849073320520962,-15.114044552242188,-14.44058206189219,-13.892001237244768,-14.762461816356545,-15.65566965208429,-15.35187522048725
515,5.324616674333811,-13.614394299337553,-16.867295164853292,-12.553549823938088,-13.062673206472224,-13.04985053898314,-14.255970006444606,-12.927765282940353,-14.299718427622626,-12.424674374903288,-15.764993451508483,-12.956224671063882
516,4.521504208445549,-14.412728514618303,-15.954492378562055,-11.4485070257885,-12.242096148124144,-13.278703686135598,-13.096730024028941,-15.741046288929002,-15.755312314979037,-17.46425663681063,-17.596235855793225,-16.831825390909163
517,4.838887983933091,-14.271158088275149,-17.490945769411617,-14.533960984257837,-13.006343406607847,-17.038790810904587,-14.305311180005303,-11.310385435419576,-12.6385362320435,-17.32238383636501,-14.904368732317582,-14.586389154075128
518,6.200530814006925,-13.272226992491934,-17.321457759180994,-15.713060850710793,-13.279346360908287,-12.986170462917077,-10.20993416402153,-11.91267841857471,-14.191429027395138,-13.28763357281839,-14.652270788632983,-13.082191480966001
519,5.587260369211435,-13.544768195004274,-14.800111575368181,-11.57420974233451,-12.37171128697861,-13.258439780849546,-13.415175510793844,-12.188048531747185,-13.35806184657577,-15.206666985698396,-15.830173575369189,-15.874640441787736
520,3.0933356657624245,-16.260129418068736,-18.696641230021186,-16.56373803955411,-16.279074244187463,-17.284550783472746,-12.9955450675621,-15.174872807716868,-16.415686609629144,-18.015733628580712,-18.250768335261228,-16.080291097631296
521,4.6496520498767495,-14.35902124389144,-18.37553963053419,-13.39417119446119,-13.560479109802039,-15.1876056443597,-11.991923051750707,-14.464962239379846,-14.279070827776836,-15.20318254520034,-16.412866924519847,-13.71159361820224
522,5.4038056544959545,-13.568345418045666,-16.807905765392512,-14.597616542730583,-12.924407131488012,-13.250040141941184,-12.936493569560357,-13.967809851172879,-12.039886053540316,-15.077235351247392,-12.806106678090753,-13.107546296101063
523,6.332943554967642,-12.981879065355939,-16.334664049303747,-12.728353601413344,-12.230180318353877,-11.746421334546287,-11.788510665427419,-12.63244726080067,-14.132149324000931,-13.423677510356015,-13.328345566682708,-13.132877759647467
524,3.415151696652174,-15.519067056921713,-16.981790286160056,-13.977375887509975,-13.331668981576001,-15.035953607299682,-15.503336226086649,-16.203999651752415,-14.80072481466597,-17.76248367153232,-17.78074450270907,-16.178514657118143
525,3.591459296643734,-15.252865864560023,-17.144995131355934,-14.288831364761494,-13.083011529864484,-14.898020610551692,-15.87841385488856,-16.017959958761093,-13.5428599493743,-17.062096574468594,-18.000110012225175,-15.278894664075846
526,6.176924731582403,-13.083404731195426,-14.66122157819955,-10.535406762569837,-13.305032954447721,-12.990157238096971,-12.997355347774658,-11.787945070150412,-12.40277466767424,-16.748679670830942,-13.869276143867598,-14.432833152955187
527,2.8767131455242634,-16.206019100048266,-19.606832955645498,-17.068136118427233,-15.722909345393179,-16.488486257483117,-14.386049471865777,-17.16440768147126,-15.947529086696065,-17.31190789928703,-18.020971282581403,-13.532198961734974
528,2.283262113109231,-17.212319567051637,-19.328692259976307,-17.839099084381083,-18.29798111635699,-17.975201751957886,-14.849451849785302,-18.79362800987371,-17.8071122763483,-18.33579882402227,-16.939190152806475,-14.718875434657981
529,6.0174868404865265,-13.22615978582059,-14.721112861995708,-14.224862326050474,-13.479404923261399,-13.547318642549726,-12.569325942925474,-12.205058056024283,-12.315219451744586,-13.141435448678953,-12.07315568221199,-15.170363443932793
530,4.812085999175906,-13.923046111248672,-13.991337467693175,-12.811420410782858,-11.320916319692977,-14.104513603207625,-14.963247285353694,-13.727608380766906,-14.94504848765089,-15.958571728341813,-15.87289898530318,-13.683224211976492
531,7.3451163321733475,-12.431076134944988,-12.523457232924628,-11.736481597751592,-12.461628169513064,-12.080570655209343,-10.462402271823663,-11.51943813294242,-12.783944619553582,-14.129562257415223,-12.591282754521185,-16.3949626003724
532,5.298715308308601,-13.63242353673353,-14.617142344041781,-11.232666026672515,-11.145912369230501,-12.953774894309138,-13.963846333995342,-13.816498140232556,-15.979359636889615,-14.731454912701547,-16.042501443672876,-15.149299624195216
533,5.08743429556489,-13.995356814990703,-16.59484637098968,-13.713660743203961,-13.047339232905502,-15.630599558699195,-14.096633729214957,-11.402665291137646,-14.71323482069943,-13.710538848827065,-15.097482343460193,-14.13518712548245
534,4.539400124922395,-14.384497174727118,-16.26750620709741,-14.257820957206803,-12.933940277289896,-14.480501458740658,-13.240127372252637,-14.624292951623426,-12.89685031045691,-15.320365698815252,-16.26302822776089,-15.161143828684612
535,5.816331747919321,-13.215684419633316,-15.258575285382669,-12.44667896324444,-11.735751908591983,-14.527069634851724,-14.017461109466623,-13.081464999297998,-11.857955264767293,-13.76682423472092,-13.154825174421568,-13.618695508378185
536,6.505688617005944,-12.743179541295536,-13.532887202557415,-12.002984227722433,-13.451524183675428,-10.502492045861942,-12.200364698980046,-13.818678375421145,-11.934439874772902,-16.855849348526778,-11.734898709027068,-14.367113422060843
537,4.623697590082884,-14.314821196878139,-15.116976846277097,-13.6529880614309,-14.171715500450198,-13.857384914214228,-13.927561492814817,-13.434442901605903,-14.475876725910739,-13.915328878398842,-15.245043855393156,-16.02610961107613
538,4.5859081875532866,-14.191723559656076,-15.929343211501749,-14.43042862869822,-13.233157455286022,-13.927997553703404,-13.797132224778046,-14.713387121662569,-14.969531250969014,-13.22056422453054,-15.390668021894381,-13.235355641306533
539,5.009065987542272,-13.970040113025387,-16.47173794730985,-12.708207354626893,-12.439036938846977,-14.063619354995199,-15.39528005307683,-11.933979457012754,-15.055891875286186,-14.339596083663412,-15.197612070864313,-14.284980930720932
540,4.144612323492765,-14.606404814544575,-14.372846836732567,-15.531282397625844,-13.613394807370671,-13.894999329345485,-13.511369871012688,-15.158760621448302,-14.87949560810576,-15.224440883022405,-17.06898438481348,-13.959174192503701
541,5.116346815600991,-13.648045586766987,-13.05877066510966,-13.457216289218788,-12.987368943697941,-12.395846022892464,-12.798572744078216,-14.825982901242785,-14.537446293208177,-13.67936759881961,-17.17336614460298,-13.309558286009134
542,6.45806984603405,-12.720854943895876,-13.264614752228889,-10.358452103976067,-10.409014791131991,-12.384739145374365,-13.140319054390384,-13.991816891534143,-14.459475511460916,-12.712231732655347,-14.57656884144214,-14.707209331177367
543,4.598722591996193,-14.030347593194863,-14.16027953330869,-12.264191085669733,-15.76136603984269,-15.90996335724663,-13.072201630106592,-14.01689398682343,-15.237755775292888,-15.443925992871119,-16.349080570272527,-11.261188663061962
544,4.627667041495442,-14.047772587864475,-13.730904146420766,-11.390986152760068,-13.073894753014557,-13.645699309076802,-12.973000294838169,-16.696848228890477,-16.2312208030504,-16.481451715604695,-16.475944531717637,-13.40111886660827
545,5.289457328617573,-13.769347769212573,-14.362249983564713,-11.88165526591611,-13.007671320365041,-17.586282229142583,-13.503477891382152,-12.34475095737011,-12.815775214006518,-13.789455813167944,-15.294891084553143,-16.133872569765224
546,6.820739870890975,-12.412813722537662,-15.84500763953364,-14.931801326470897,-14.481454374835092,-14.886574357793386,-13.047096764561534,-12.311480660322383,-10.822165128576898,-10.437183192639836,-11.364469817133031,-10.316346399008285
547,2.291254254989326,-17.384518351938198,-18.7714297632831,-19.02380540544462,-17.75380056281903,-17.864270019026065,-15.658592494204083,-17.490094467680183,-16.26656014413522,-16.56734951380418,-17.45923058114737,-18.212771663786747
548,2.9238171223551035,-16.212145865189914,-19.25926191257725,-17.219452575159973,-16.102887489405767,-15.89254684943295,-15.290124570441847,-17.1233976079991,-15.520772882399134,-15.524357702378369,-16.052032432214567,-15.49179897518017
549,5.527041859924793,-13.545417675987197,-14.528979703481685,-12.693219222254442,-12.71177586996166,-14.489902426283932,-13.615008252622617,-12.390538288097705,-12.043238566160078,-13.946988832124978,-15.070027004667866,-15.402353998401972
550,3.728620033711195,-15.19568719865989,-16.83413458677222,-14.127118587400151,-13.144841757537463,-12.997680713752208,-14.185588803374662,-16.195456697256404,-16.432224009644838,-16.67124129844096,-18.76790242532276,-16.093629677561243
551,4.486458923667669,-14.571979118060966,-17.506343133127885,-12.404234331987855,-12.741285201576328,-12.859430412391223,-13.477154649786874,-13.511293974134793,-15.410043607320015,-17.91587574913933,-19.042650444052796,-16.591833421883013
552,4.830366879701614,-14.147942004728982,-16.425247795954203,-14.482149785971782,-12.483057176359434,-13.354843933591836,-14.291154824415804,-13.623407545979223,-12.239983995745812,-14.236361499775343,-16.32253370043473,-16.505801043389578
553,4.443848999217153,-14.331323920435562,-13.770111940739948,-11.766709024870357,-12.375978312777411,-12.324479959291168,-12.75299727610311,-17.832387943559667,-18.03190504157492,-17.906934377141674,-17.493811145511778,-16.083886237995642
554,3.638425664976239,-15.309518286228393,-16.287445026564814,-13.640659614699002,-13.75072990158397,-13.21830935412326,-13.439819724881826,-16.797054042875377,-17.589020848006808,-18.885531782814066,-17.92759110951094,-15.980140325005763
555,3.1565111987292767,-15.950887905076115,-17.38344947270601,-13.348985068930109,-14.554692575594865,-13.496740140791324,-14.699553855936305,-17.33199748548756,-17.823030904162604,-19.2843107219184,-18.857892431046103,-17.928763105228352
556,7.860753603279591,-11.813161445260903,-11.103200853584587,-11.288753188076111,-10.97227099990916,-10.988212493982486,-11.55980012667069,-12.33246082705995,-11.55334700456856,-13.583439159061044,-13.258327066639144,-12.368142095244616
557,7.228622909635305,-12.380717838930568,-12.749467416253182,-11.648945178881622,-10.964868315892778,-13.045750381504797,-10.144330194817272,-13.249801817101964,-11.987709906051993,-13.454013864307615,-14.924794731522272,-13.748507948556302
558,5.151198249310255,-13.688235388628385,-13.815294900978687,-11.408833525074566,-11.106752896524677,-13.566814461868894,-13.139917316034406,-15.404512376931706,-14.673904495143379,-16.091332775914402,-16.262709013016707,-14.849212176641498
559,7.14163220487535,-12.528120984847906,-12.01935944818703,-11.385102253957069,-12.519729099885062,-11.163010991457627,-11.228437382066186,-11.240519953865128,-11.020952767455244,-16.036915644228777,-16.697265097027373,-18.28198299610453
560,5.299214355647564,-13.780993746451653,-16.945578318125975,-12.632398320046669,-10.994465151028546,-11.512457903744373,-13.856922854944305,-12.945287088674796,-14.527823557266055,-17.441695262208654,-16.428521943551104,-15.869163794629111
561,7.343649934977293,-12.350531645871035,-12.632912670438625,-10.658178869271422,-11.379031840258005,-10.780737691468552,-11.877971130053446,-11.720984226100978,-10.33503593857035,-17.04781948387296,-16.388398799025957,-17.505755496201537
562,3.3035550098866224,-15.473876310850972,-14.003290775542808,-15.109219589001718,-15.898726946948841,-17.801042311889383,-16.75753516769268,-15.93338393156792,-12.171086829971243,-17.184977417199573,-16.79373245468986,-16.32462357976929
563,7.880081199109554,-11.925222596335665,-12.772947828209972,-12.495595488536932,-11.16643305257681,-13.805644634507901,-13.329069451841033,-10.008408390085675,-10.57168009498839,-13.155985959668964,-11.642562010546255,-11.942058877923305
564,6.146720744669437,-13.115171486072574,-13.209238385917848,-12.809995734601928,-13.331180863309772,-15.083918141601067,-10.944587572017294,-12.647995297809999,-12.538382113796985,-14.469401714422574,-13.420971121020171,-14.119544333909413
565,3.8480805829167366,-15.141978263528927,-17.559260368654456,-13.449633961462666,-11.816977191269253,-15.790671530394434,-13.639770610603204,-16.978957413476042,-14.557400240279271,-19.08390900820998,-16.20523654355234,-17.817680686697
566,3.3469487987458706,-15.486783945165492,-16.166358360664024,-13.077383369995943,-13.536394326220817,-16.632799110269,-16.33480631862627,-16.813312004326775,-15.128677113094259,-16.81352716661796,-16.948765710751857,-15.60998480996748
567,4.723533349111676,-14.105663308496892,-15.211287807102362,-12.275537047339462,-13.411896559801445,-13.105029359626938,-13.387333259534323,-15.057348642122843,-14.369517428146674,-15.032877793531714,-16.392726325848514,-14.347439776466551
568,6.601751692593098,-12.69492279132131,-14.813348421907342,-13.203442663457846,-11.206743454244867,-13.710297056038725,-13.142857699798203,-11.961200267006603,-12.086029863990843,-14.502657523451994,-11.256671138081158,-12.661976704321578
569,4.926810409873724,-14.026257988672404,-15.74814670101034,-12.34308539893356,-13.448455875976602,-13.295682295352623,-12.157334085488555,-14.793634608215116,-15.071620630781926,-15.478868058949221,-15.582897162062983,-14.239617179544606
570,11.056568250060081,-10.329832605071518,-11.71055214460125,-10.062222355917175,-10.510124590733216,-10.640458213976888,-10.723275397758298,-10.120983804099042,-10.62262171989653,-10.069801552353724,-10.30400371186139,-9.015741645159215
571,5.613196782767773,-13.342874644783452,-14.706396840999453,-13.570469107809984,-12.551179804231234,-14.22413502290042,-13.35566999803586,-13.074452487303926,-12.658773223604722,-13.715216918533326,-13.237988830276006,-12.810186076429723
572,3.11656566336751,-16.003960247981507,-16.34091838481025,-16.236701857635893,-15.261553725837336,-17.594334514577206,-14.692311482089282,-15.695340978644799,-15.81489435808084,-15.281376257791264,-17.016422079253402,-16.95552271968923
573,2.5207373835146427,-16.809898079267565,-16.67598775636035,-18.107384140294414,-17.415451606825037,-18.524994211670318,-14.380317243036625,-18.037075119273627,-17.328215322024437,-16.592887587117737,-17.15733356030466,-15.6108056276954
574,6.8671193942427635,-12.416615364701292,-13.794192970352213,-12.830158313313564,-12.356710456993197,-13.338783405614759,-13.36118216579004,-12.198891430930933,-11.60174354653302,-12.16870408735046,-11.423452806304322,-11.76440060430275
575,5.117784306406975,-13.89833862688983,-14.607804568575137,-13.20397787064682,-13.780652215660158,-13.814778494566426,-12.636447733175537,-12.910166534310783,-13.576463686457078,-15.969709358034121,-14.725663942267158,-14.794135196040934
576,5.243047149851918,-13.71469836613796,-13.62933016532004,-14.995906929990529,-12.675105302855133,-14.27444216488647,-13.069087613967936,-13.086251126327612,-11.841801285970588,-14.669447368081794,-15.348596791983747,-15.011600113732184
577,5.594180138781667,-13.492522986257692,-15.043760695058342,-10.779705657936745,-14.400689316317202,-14.364789421446876,-12.294952268217319,-13.113754974291297,-14.309879040383837,-13.47450295753617,-15.102311039095115,-14.087870006310013
578,5.990096356719732,-13.180428354422544,-13.194531452549988,-8.713852282944575,-12.678220888269284,-14.476263991883407,-12.163376445814212,-13.134487327031398,-14.58942362207025,-16.747342574405813,-17.253274965234066,-16.07868377310521
579,8.87619399279356,-11.348590095337595,-9.313255162296898,-8.312464347748618,-10.099128254487972,-10.625377187279078,-10.135248752871442,-12.229672047858518,-12.744544976191413,-15.876118427800384,-16.590756636314353,-15.782803884583243
580,7.612384971231222,-12.078125163860848,-10.62683781564829,-9.24358604028656,-10.684802972874483,-11.638044907866554,-11.371846125854715,-11.961887502384084,-12.786545045940176,-14.895429717686104,-17.487446989657794,-16.84174540025787
581,5.091462643817067,-13.726226995637617,-12.51385354070587,-11.263645049836459,-12.995905128219247,-15.51569788705834,-14.963827807922241,-12.945208672739309,-12.71711569724265,-14.564582430740218,-17.488619212703185,-15.844841700651136
582,2.995597142726183,-15.826176253185483,-18.714931607009422,-17.12867333373737,-14.982142702791794,-15.560924642819678,-14.394169826773908,-19.610068785434578,-19.27002631835296,-16.9760663101598,-14.891819484360212,-12.404915582771693
583,5.45562956482172,-13.528426048857076,-14.556007397396957,-11.969376365168419,-11.92121329442,-12.56420306220309,-12.806883469790392,-13.703510302374376,-14.659963458332584,-15.865192037052022,-14.92833511394139,-14.172356484514989
584,7.533176019787788,-12.223236488942074,-10.930542443634934,-10.963400157970398,-12.434177449792404,-11.152079999574427,-10.789024530718772,-11.197962769172015,-11.684329249631764,-15.493366590242568,-15.583411353921907,-16.630210228685563
585,6.730400014668703,-12.395617430394662,-11.912094912590522,-11.56136600010295,-10.780052029841245,-13.56756504708611,-12.957409161444101,-13.539998777441625,-12.525342467907251,-12.241937955220283,-13.66065362224884,-12.161382459509
586,7.50922979414463,-11.90228641694738,-9.594066049710598,-11.739583662183419,-12.416767236296543,-11.326420914685487,-10.540629104030128,-14.812653524389475,-11.450601943499999,-12.87535814264221,-13.724393301150553,-12.958087848047771
587,5.743827659636736,-13.033718281687905,-11.874665028245392,-12.718592668694125,-11.023875727028347,-11.783471746402398,-13.849182123836364,-15.273420256637706,-12.388941034063695,-15.023541358569378,-15.194608925239379,-13.63660156593917
588,6.673803571611643,-12.515979143026005,-10.95528193656625,-12.424491576979179,-11.66927933317401,-13.283044362830896,-12.62513939827394,-12.74193945510781,-12.28486751878036,-12.514401813249705,-13.100379751464997,-14.458671482329894
589,6.125338554382324,-12.662333827886558,-12.26803064622628,-13.383268980162233,-15.084679350766379,-15.638755612624507,-14.457779093961374,-14.82807716580261,-10.298768010398318,-11.063801133436591,-11.810926145685439,-11.430421540092953
590,5.351411908864975,-13.596330723398736,-14.504311772547247,-15.101476162840337,-11.425015871539532,-14.50739195148379,-12.309004924829768,-15.061037838863221,-13.59738991302422,-13.298004848939645,-13.342716297834817,-14.393126868644044
591,5.572193518280983,-13.200730038840325,-13.906896485575373,-11.638521946911084,-12.821489744129861,-14.258990442083693,-13.568853538420626,-15.389951992487989,-11.686386631221817,-14.248043947555608,-13.905933785441192,-12.175283672119011
592,4.501861028373241,-14.446160326946895,-16.460637485264918,-16.50786500258417,-13.37051810164252,-13.412126910908075,-14.566371559625528,-13.152549169571113,-12.726072657914276,-14.665546156937939,-16.397396765400792,-15.389573945238372
593,3.224285613745451,-15.861575139402909,-17.070627638563373,-19.082242434748885,-17.436434097905476,-16.60150027617967,-13.262457605727988,-18.73801625789922,-12.545496911991705,-14.90018203592709,-17.77816893585149,-16.538879239126683
594,11.297085642814636,-10.333354769995484,-11.46282155719568,-10.200946783195647,-10.040356708334329,-10.315334811355786,-10.34732179605567,-9.705632257218227,-10.345298919403662,-10.524754858794738,-10.479166521435682,-10.118666727346497
595,11.883836165070534,-10.19594095898099,-11.474814351473949,-9.168682512183397,-9.748404141116149,-9.36170714950756,-9.571844515290795,-10.201788518139898,-9.784661979853114,-10.49101334048273,-11.201825124838098,-11.82128240482821
596,6.930968251079321,-12.527015822001484,-13.094104711946297,-12.222504876787298,-11.478099902611213,-13.016138998051346,-11.00456176900201,-12.7838593885464,-12.443867080298725,-13.222713399737467,-13.31173566581396,-13.417220116356493
597,5.499183531850576,-13.543022636999156,-15.803909710520852,-13.606046511330593,-15.26199184418256,-12.443487235714155,-14.040423533171168,-11.825376610132372,-12.541384408285005,-14.219308252730489,-13.967102765595087,-13.290347667754048
598,5.257847908884287,-13.622877223711136,-15.39086100760748,-12.04379230333001,-15.006487127906725,-14.524279929604715,-11.772699706168801,-13.939756316007292,-14.218527817243583,-15.992775523330229,-14.432104518279269,-11.543524140475805
599,6.471162311732769,-12.867861410762876,-13.693849721386929,-13.820192714433539,-13.43464662223898,-12.699788824807206,-11.93440603000608,-11.487944376188215,-13.265312649902974,-13.061463588691304,-12.623802355035995,-13.265799082966307
600,3.6943382285535336,-15.11436090932987,-17.397022842676954,-14.431042762220196,-13.39268030632425,-15.639964699170715,-14.674915290097829,-15.843660268577661,-15.167441685675966,-17.54529162248088,-15.182289188992677,-13.74621027470641
601,7.5202427208423615,-12.196829668102238,-13.656755407502448,-11.62384316809689,-13.506677290798361,-11.041750009185352,-11.264530104918665,-12.418865363233122,-10.559503270181207,-14.350488620268738,-11.574293896997514,-13.811769292805359
602,5.9572684317827225,-13.248998370674716,-17.500419839950016,-13.284731421842821,-10.637516472669821,-14.262859555255986,-14.107817078303306,-11.640028667985888,-11.625043729902366,-16.88408793102373,-13.485656773595833,-13.640684493719817
603,7.613643944263458,-12.06776544109596,-13.285589245680452,-11.232470913258458,-13.835362674230199,-10.572826666684147,-12.131463072033988,-12.794588135351745,-9.628659264521518,-14.125852923521636,-11.65286606020397,-13.950388127663778
604,6.262093171477318,-12.884346186961263,-15.680045751777229,-11.681491321900763,-14.066479797480103,-13.250560604056126,-13.467958460347742,-13.566461744496848,-9.9952207804121,-14.234921391232085,-12.309619217325185,-13.215343916268687
605,7.08690420538187,-12.372729154337218,-13.7664855108813,-13.111834417299919,-11.724890090633671,-10.65849873793205,-12.401443881419564,-11.566189294260418,-12.312813093416501,-14.464840342291726,-12.914903887463769,-12.06087651136675
606,4.86080514639616,-14.009095589465442,-13.522877589407262,-14.868922339284534,-13.98352245778784,-13.261448858339671,-12.728455792920258,-13.710807269795936,-14.806652532820529,-15.725290241184975,-13.82105937454044,-14.45086253167458
607,5.557472694665194,-13.39972600945785,-13.518458273125756,-14.549916707988928,-12.804008861694879,-12.512886619550976,-13.203285699900997,-13.800695262163078,-10.973159142215387,-14.531713062681643,-15.032071877488606,-14.812654259412732
608,6.213944412767887,-12.949046051616724,-13.61235246640961,-11.903858808817741,-13.2618205109464,-12.294574936344649,-13.808162944964087,-12.30511495507148,-12.56345476188547,-12.071414208678526,-14.026321096033602,-14.50471071200168
609,4.15651666559279,-14.690686821115156,-18.251387260244304,-13.460055183136369,-14.53714988026544,-14.759984893958329,-15.607884305617096,-13.710171602820829,-14.358055012363478,-15.851736143597277,-14.347543233839293,-13.821270362748976
610,5.0394280180335045,-13.785721213234226,-17.081822084527815,-12.326170874911384,-10.693509459662545,-13.339278312788764,-14.935822778877705,-14.476048587929284,-14.225157861188922,-14.83833654426374,-15.955990304092731,-13.490064863948472
611,8.343369774520397,-11.77350472682804,-15.090488206943842,-11.826305051862988,-14.079801479234899,-10.698739309755418,-11.649815601744159,-10.37618708028323,-11.727113907804757,-13.870691467511573,-9.684470275959043,-11.672532063493776
612,6.623872797936201,-12.623231394839802,-14.328368081730464,-11.062259688275788,-11.580958449521226,-10.677148460566798,-12.989112866900461,-13.650927669624188,-12.491872520482232,-14.19028608439758,-13.685603897266574,-13.399413421129802
613,6.684456534683704,-12.680060215046964,-15.231858549532628,-12.291556089905423,-11.250149170655067,-12.008860048660882,-12.181090951588871,-11.46915825563223,-14.444187441001027,-14.70937783157137,-13.542595492109399,-11.754224860616596
614,6.915466658771038,-12.52771753571337,-14.868548561957608,-10.651888327536804,-11.38619562529178,-12.841781671247897,-11.628355990656514,-12.992890279862124,-11.798986507024132,-13.853707890544243,-14.20527287939633,-12.899764656630337
615,10.249301858246326,-10.736879276331479,-12.17996268308346,-10.051134001625911,-11.011759619978449,-10.751773389644239,-11.188945575523487,-9.297041500601292,-10.871167578600122,-11.920383169975912,-11.624499967160222,-9.478785515769093
616,3.828925531357527,-15.088775007538842,-16.68961697491938,-14.188085975183407,-14.598254547733458,-13.28360049780253,-13.582858226058983,-16.46140813846239,-16.628256274703645,-15.466245226241988,-15.917346723367473,-15.77002988614657
617,4.687966972589493,-14.079522769903445,-14.69061813014655,-13.087099771989406,-13.62963652804548,-15.092639672660725,-14.714526195685272,-14.128687685817756,-12.846623520550573,-14.91572053703968,-14.201223780138406,-14.100301544556471
618,5.621883999556303,-13.417840918343483,-14.088249056380242,-11.172934691715453,-12.719849056933077,-13.147680108385039,-13.462073996634317,-12.716246840481771,-13.684186397110773,-15.34011689267157,-14.640343755136069,-14.814750806882149
619,5.653182584792376,-13.32595034622376,-13.105862994264928,-12.494382494453307,-12.721326504293044,-12.701746319661268,-12.631298781532292,-13.156316904702017,-13.777031068429169,-14.998886587736013,-14.625799634088963,-13.799194301774278
620,5.192277017980814,-13.728270025130803,-14.806315880748729,-13.929929578288045,-11.983471467738088,-12.741653226070346,-12.682793660190544,-13.641313250724496,-14.830120658467825,-14.858850540335846,-16.06923815454555,-13.341031184474915
621,7.182557489722967,-12.376638324532275,-11.808111144132052,-10.638285312790806,-10.694257334624421,-13.010932526341847,-12.114711034867724,-11.410359548080656,-12.61560302515135,-13.42417328931232,-15.325095235727348,-15.56417776574597
622,5.853153515607119,-13.489020045943565,-15.634410926058775,-13.435055519458386,-12.441886147745599,-12.597954519657604,-12.11732011938052,-11.402573447687148,-12.128811142006446,-15.774360350109935,-18.222186159248736,-15.752336752169363
623,5.33185350894928,-13.605452935107081,-13.522526601886092,-13.924120905669287,-12.77090056684986,-12.385381898057194,-12.781632457562711,-14.07023662825424,-13.98913936652499,-13.597665507265965,-14.652851222060546,-15.124106723713663
624,5.01452268473804,-14.063006547932911,-16.21199773441264,-13.88439603607652,-12.238120300258505,-12.89171176993134,-12.35352114165413,-14.372738125310393,-14.211205141061317,-13.856800171720945,-16.398419595819234,-17.039918752675465
625,12.710889615118504,-9.967239905901435,-12.25978321342394,-9.567761327617358,-10.89608403010474,-9.950716122885613,-9.448295324645935,-8.583529803229066,-9.227560318864516,-10.228071482743125,-10.026994059558028,-10.489618323391932
